date,fund_code,名称,评分,风险预警,回撤%,RSI6,BIAS20,price,ma5_trend,persist_days
2026-01-09,512690,酒ETF,1,🚩假摔陷阱,-16.1,62.5,-0.36,0.547,UP,261
2026-01-09,508009,中金安徽交控REIT,1,🚩假摔陷阱,-16.83,59.9,0.1,6.803,UP,67
2026-01-09,159792,港股通互联网ETF,1,🚩假摔陷阱,-17.38,64.22,2.06,0.884,UP,47
2026-01-09,513180,恒生科技指数ETF,1,🚩假摔陷阱,-13.81,58.23,1.89,0.755,UP,39
2026-01-09,513230,港股消费ETF,1,🚩假摔陷阱,-10.75,66.0,-0.24,1.046,UP,8
2026-01-09,513280,恒生生物科技ETF,1,🚩假摔陷阱,-12.43,88.68,7.02,1.212,UP,38
2026-01-09,508000,华安张江产业园REIT,1,🚩假摔陷阱,-10.41,94.03,3.06,2.634,UP,34
2026-01-09,517120,创新药ETF华泰柏瑞,1,🚩假摔陷阱,-10.12,90.67,5.81,0.737,UP,38
2026-01-09,513200,港股通医药ETF,1,🚩假摔陷阱,-12.76,88.46,7.01,1.169,UP,38
2026-01-09,159740,恒生科技ETF,1,🚩假摔陷阱,-13.87,57.53,1.71,0.739,UP,39
2026-01-09,515120,创新药ETF,1,🚩假摔陷阱,-11.48,93.88,4.42,0.671,UP,38
2026-01-09,513160,港股科技30ETF,1,🚩假摔陷阱,-14.86,60.56,2.48,1.238,UP,44
2026-01-09,159776,港股通医药ETF,1,🚩假摔陷阱,-12.75,89.51,6.56,1.307,UP,38
2026-01-09,520500,恒生创新药ETF,1,🚩假摔陷阱,-19.33,87.62,5.05,1.711,UP,2
2026-01-09,508066,华泰江苏交控REIT,1,🚩假摔陷阱,-19.6,65.22,-0.48,5.677,UP,38
2026-01-09,513220,中概互联ETF,1,🚩假摔陷阱,-13.44,58.52,1.3,1.294,UP,38
2026-01-09,513020,港股科技ETF,1,🚩假摔陷阱,-16.38,63.16,2.17,1.154,UP,39
2026-01-09,508002,华安百联消费REIT,1,🚩假摔陷阱,-13.0,95.83,4.53,3.132,UP,90
2026-01-09,159506,港股通医疗ETF富国,1,🚩假摔陷阱,-13.68,88.18,7.24,1.483,UP,39
2026-01-09,513120,港股创新药ETF,1,🚩假摔陷阱,-14.58,90.86,7.02,1.353,UP,63
2026-01-09,513350,标普油气ETF,1,🚩假摔陷阱,-23.67,58.33,0.13,0.945,UP,218
2026-01-09,520830,沙特ETF,1,🚩假摔陷阱,-30.48,58.33,0.35,0.91,UP,112
2026-01-09,159636,港股通科技30ETF,1,🚩假摔陷阱,-15.88,58.97,1.69,0.678,UP,39
2026-01-09,513330,恒生互联网ETF,1,🚩假摔陷阱,-13.57,61.82,2.12,0.535,UP,39
2026-01-09,508056,中金普洛斯REIT,1,🚩假摔陷阱,-12.86,62.14,1.3,3.26,UP,50
2026-01-09,513590,香港消费ETF,1,🚩假摔陷阱,-11.9,59.52,-0.93,0.918,UP,11
2026-01-09,516100,金融科技ETF华夏,1,🚩假摔陷阱,-12.65,71.61,6.58,1.457,UP,64
2026-01-09,159312,恒生ETF港股通,1,🚩假摔陷阱,-14.77,53.54,-1.61,1.246,UP,7
2026-01-09,159992,创新药ETF,1,🚩假摔陷阱,-11.1,91.67,4.68,0.897,UP,38
2026-01-09,159707,地产ETF,1,🚩假摔陷阱,-11.98,80.85,2.83,0.639,UP,30
2026-01-09,159699,恒生消费ETF,1,🚩假摔陷阱,-12.75,62.5,-0.24,1.013,UP,23
2026-01-09,512700,银行ETF南方,3,正常,-11.02,15.91,-1.2,1.583,DOWN,2
2026-01-09,516080,创新药ETF易方达,1,🚩假摔陷阱,-10.62,92.59,4.59,0.707,UP,38
2026-01-09,516310,银行ETF易方达,3,正常,-10.4,12.12,-1.16,1.335,DOWN,2
2026-01-09,159570,港股通创新药ETF,1,🚩假摔陷阱,-16.45,88.55,6.29,1.737,UP,63
2026-01-09,159567,港股创新药ETF,1,🚩假摔陷阱,-17.97,92.0,6.3,0.84,UP,64
2026-01-09,159835,创新药50ETF,1,🚩假摔陷阱,-10.86,94.23,4.62,0.698,UP,38
2026-01-09,513010,恒生科技ETF易方达,1,🚩假摔陷阱,-14.16,56.41,1.62,0.77,UP,39
2026-01-09,159887,银行ETF,3,正常,-10.52,17.14,-1.13,1.319,DOWN,2
2026-01-09,501312,海外科技LOF,1,🚩假摔陷阱,-10.33,73.91,1.0,2.101,UP,12
2026-01-09,517900,银行AH优选ETF,1,正常,-12.34,32.0,-1.38,1.471,DOWN,4
2026-01-09,159735,港股消费ETF,1,🚩假摔陷阱,-12.06,62.5,-0.43,0.802,UP,23
2026-01-09,159822,新经济ETF,1,🚩假摔陷阱,-13.41,62.32,1.55,0.736,UP,39
2026-01-09,515290,银行ETF天弘,3,正常,-10.6,11.11,-1.18,1.451,DOWN,2
2026-01-09,513780,港股创新药50ETF,1,🚩假摔陷阱,-13.93,89.27,6.99,1.736,UP,47
2026-01-09,513580,恒生科技ETF指数,1,🚩假摔陷阱,-12.79,63.89,2.78,0.757,UP,39
2026-01-09,513040,港股通互联网ETF,1,🚩假摔陷阱,-17.36,62.15,1.96,1.442,UP,47
2026-01-09,159329,沙特ETF,1,🚩假摔陷阱,-30.75,70.27,0.77,0.93,UP,109
2026-01-09,512290,生物医药ETF,1,🚩假摔陷阱,-11.39,92.05,5.12,1.081,UP,48
2026-01-09,520600,港股汽车ETF,1,正常,-12.29,44.21,0.62,1.242,DOWN,1
2026-01-09,159615,恒生生物科技ETF,1,🚩假摔陷阱,-12.45,89.57,7.35,1.238,UP,39
2026-01-09,520700,港股创新药ETF基金,1,🚩假摔陷阱,-14.24,89.33,7.01,1.674,UP,56
2026-01-09,159557,恒生医疗ETF,1,🚩假摔陷阱,-13.0,89.6,6.42,1.653,UP,38
2026-01-09,515020,银行ETF基金,3,正常,-10.53,16.67,-1.13,1.717,DOWN,2
2026-01-09,159302,港股高股息ETF,1,正常,-10.97,41.03,-1.06,1.274,DOWN,11
2026-01-09,508099,建信中关村REIT,1,🚩假摔陷阱,-11.43,76.09,1.24,2.0,UP,37
2026-01-09,513700,香港医药ETF,1,🚩假摔陷阱,-12.72,89.53,6.57,0.693,UP,38
2026-01-09,159741,恒生科技ETF嘉实,1,🚩假摔陷阱,-13.65,57.89,1.88,0.74,UP,39
2026-01-09,159742,恒生科技指数ETF,1,🚩假摔陷阱,-14.03,57.5,1.68,0.76,UP,35
2026-01-09,159718,港股医药ETF,1,🚩假摔陷阱,-13.36,89.74,6.25,0.973,UP,38
2026-01-09,159607,中概互联网ETF,1,🚩假摔陷阱,-13.28,58.47,1.4,1.11,UP,38
2026-01-09,159768,房地产ETF,1,🚩假摔陷阱,-12.25,81.4,2.89,0.573,UP,30
2026-01-09,516820,医疗创新ETF,1,🚩假摔陷阱,-10.8,95.0,3.3,0.38,UP,38
2026-01-09,159981,能源化工ETF,1,🚩假摔陷阱,-14.05,58.75,3.65,1.285,UP,348
2026-01-09,513970,恒生消费ETF,1,🚩假摔陷阱,-12.76,65.91,-0.15,0.937,UP,25
2026-01-09,512800,银行ETF,3,正常,-10.82,19.23,-1.25,0.808,DOWN,2
2026-01-09,501018,南方原油LOF,1,🚩假摔陷阱,-22.35,60.53,1.06,1.119,UP,136
2026-01-09,159839,生物药ETF,1,🚩假摔陷阱,-10.88,96.55,5.31,0.385,UP,38
2026-01-09,513260,恒生科技ETF基金,1,🚩假摔陷阱,-13.99,57.32,1.84,1.439,UP,38
2026-01-09,159622,创新药ETF沪港深,1,🚩假摔陷阱,-11.16,90.83,6.04,1.162,UP,38
2026-01-09,159518,标普油气ETF,1,🚩假摔陷阱,-24.56,52.83,-0.54,0.897,UP,225
2026-01-09,513320,恒生新经济ETF,1,🚩假摔陷阱,-15.65,58.02,0.94,1.337,UP,39
2026-01-09,513050,中概互联网ETF,1,🚩假摔陷阱,-14.42,56.21,0.43,1.502,UP,37
2026-01-09,159750,港股科技50ETF,1,🚩假摔陷阱,-15.4,57.94,1.66,1.049,UP,39
2026-01-09,513530,港股通红利ETF,3,正常,-10.92,28.26,-1.56,1.599,DOWN,6
2026-01-09,513380,恒生科技ETF龙头,1,🚩假摔陷阱,-13.98,57.33,1.91,0.683,UP,39
2026-01-09,512010,医药ETF,1,🚩假摔陷阱,-11.62,89.29,3.91,0.403,UP,39
2026-01-09,513130,恒生科技ETF,1,🚩假摔陷阱,-13.95,58.9,1.85,0.74,UP,39
2026-01-09,515950,医药龙头ETF,1,🚩假摔陷阱,-10.32,92.06,4.04,0.982,UP,38
2026-01-09,508077,华夏基金华润有巢REIT,1,正常,-23.44,23.64,-0.12,2.929,DOWN,90
2026-01-09,513150,港股通科技ETF华泰柏瑞,1,🚩假摔陷阱,-16.39,62.83,1.95,1.168,UP,39
2026-01-09,159892,恒生医药ETF,1,🚩假摔陷阱,-11.76,87.5,7.32,0.863,UP,38
2026-01-09,159859,生物医药ETF,1,🚩假摔陷阱,-10.58,93.75,5.42,0.414,UP,38
